name,code,hex,detail_block,accent_friends,trim_friends,url
"DREAMSICLE","PPG1196-3","#F5D5C2","PPG1196-3
Dreamsicle is a soft, pure, carrot orange with a peach undertone. It is a perfect paint color for any room. Pair it with white trim.
R: 245 G: 213 B: 194 LRV: 70
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/dreamsicle"
"AMBROSIA","PPG1194-3","#F4DED3","PPG1194-3
Ambrosia is a soft, pure, rusty orange with a copper undertone. It is a perfect paint color to create a transitional dining experience. Pair it with accents of soft warm sand.
R: 244 G: 222 B: 211 LRV: 75
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/ambrosia"
"CAMEO ROSE","PPG1193-3","#F7DFD7","PPG1193-3
Cameo Rose is a soft, pure, apricot orange with a cinnamon undertone. It is a perfect paint color for a dressing room. Pair it with white trim.
R: 247 G: 223 B: 215 LRV: 76
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/cameo-rose"
"SWEET ANGEL","PPG1193-4","#F5C8BB","PPG1193-4
Sweet Angel is a midtone, pure, apricot orange with a cinnamon undertone. It is a perfect paint color for a small bathroom. Pair it with rich chocolate brown accents for contrast.
R: 245 G: 200 B: 187 LRV: 64
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/sweet-angel"
"NEW CLAY","PPG1192-4","#EFC1B5","PPG1192-4
New Clay is a midtone, bright, rusty orange with a copper undertone. It is a perfect paint color to inspire urban spaces with updated appeal. Pair it with white or off-white trim.
R: 239 G: 193 B: 181 LRV: 59
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/new-clay"
"GEORGIA PEACH","PPG1063-4","#ECBDB0","PPG1063-4
Georgia Peach is a midtone, muted, apricot orange with a cinnamon undertone. It is a perfect paint color for exteriors or interiors. Pair it with accents of white and neutral midtone blues for a stunning appeal.
R: 236 G: 189 B: 176 LRV: 55
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/georgia-peach"
"SWEET SHEBA","PPG1194-4","#F0B9A9","PPG1194-4
Sweet Sheba is a midtone, pure, rusty orange with a copper undertone. It is a perfect paint color to create a tropical beachy theme. Pair it with light teals and yellows.
R: 240 G: 185 B: 169 LRV: 55
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/sweet-sheba"
"CRAB BISQUE","PPG1195-4","#F0B599","PPG1195-4
Crab Bisque is a midtone, pure, autumnal orange with a pumpkin spice undertone. It is a perfect paint color for a transitional dining experience. Pair it with chocolate brown accessories.
R: 240 G: 181 B: 153 LRV: 53
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/crab-bisque"
"SHRIMP BOAT","PPG1196-4","#F5BE9D","PPG1196-4
Shrimp Boat is a midtone, pure, carrot orange with a peach undertone. It is a perfect paint color for a living room area. Pair it with darker elements of leather chairs and décor to add depth.
R: 245 G: 190 B: 157 LRV: 57
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/shrimp-boat"
"SHRIMP TOAST","PPG1197-4","#F7C5A0","PPG1197-4
Shrimp Toast is a midtone, pure, tangerine orange with a sherbet undertone. It is a perfect paint color for a dining space. Pair it with light trim colors of white and creams.
R: 247 G: 197 B: 160 LRV: 61
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/shrimp-toast"
"GINGER PEACH","PPG1203-4","#F9D09F","PPG1203-4
Ginger Peach is a midtone, pure, candy corn orange with a golden sunshine undertone. It is a perfect paint color for any kitchen setting. Pair it with white trim and light creams.
R: 249 G: 208 B: 159 LRV: 66
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/ginger-peach"
"CARAMEL ICE","PPG1202-4","#EEC9AA","PPG1202-4
Caramel Ice is a midtone, bright, golden orange with a honey-yellow undertone. It is a perfect paint color for any room. Pair it with a deeper terracotta or ginger tone on surrounding walls.
R: 238 G: 201 B: 170 LRV: 62
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/caramel-ice"
"GENTLE DOE","PPG1201-4","#E8B793","PPG1201-4
Gentle Doe is a midtone, bright, candy corn orange with a golden sunshine undertone. It is a perfect paint color for a kitchen area. Pair it with leather materials.
R: 232 G: 183 B: 147 LRV: 51
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/gentle-doe"
"ORANGE LIQUEUR","PPG1198-4","#EDAA80","PPG1198-4
Orange Liqueur is a midtone, bright, tangerine orange with a sherbet undertone. It is a perfect paint color for any wall. Pair it with lighter shades of creams on surrounding walls.
R: 237 G: 170 B: 128 LRV: 47
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/orange-liqueur"
"ORANGE CLAY","PPG1200-4","#E6A57F","PPG1200-4
Orange Clay is a midtone, bright, carrot orange with a peach undertone. It is a perfect paint color for a main wall in a bedroom. Pair it with white trim and soft cream furnishings.
R: 230 G: 165 B: 127 LRV: 43
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/orange-clay"
"HUSH PUPPY","PPG1199-4","#E4B095","PPG1199-4
Hush Puppy is a midtone, bright, autumnal orange with a pumpkin spice undertone. It is a perfect paint color for a main wall. Pair it with darker chocolate browns.
R: 228 G: 176 B: 149 LRV: 48
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/hush-puppy"
"CORAL BLUSH","PPG1191-4","#E5A090","PPG1191-4
Coral Blush is a midtone, bright, apricot orange with a cinnamon undertone. It is a perfect paint color for a dining room. Pair it with an off-white ivory for contrast.
R: 229 G: 160 B: 144 LRV: 43
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/coral-blush"
"SOMBRERO TAN","PPG16-01","#D1AC99","PPG16-01
Sombrero Tan is a midtone, muted, rusty orange with a copper undertone. It is a perfect paint color for almost any room. Pair it with deep browns.
R: 209 G: 172 B: 153 LRV: 44
Free color swatches available in 4""x4"" or 8""x8"" sizes
ACCENT
TRIM & CEILING","THIN ICE (PPG1001-3); FLAGSTONE (PPG1001-4)","DELICATE WHITE (PPG1001-1); ARIA (PPG1001-2)","https://www.ppgpaints.com/color/color-families/oranges/sombrero-tan"
"LAZY SUMMER","PPG1068-4","#D9B19F","PPG1068-4
Lazy Summer is a midtone, muted, rusty orange with a copper undertone. It is a perfect paint color for almost any room. Pair it with deeper browns for a definitive appeal.
R: 217 G: 177 B: 159 LRV: 47
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/lazy-summer"
"ORANGE MAPLE","PPG1069-4","#D3A083","PPG1069-4
Orange Maple is a midtone, muted, autumnal orange with a pumpkin spice undertone. It is a perfect paint color for a stately dining room. Pair it with antique collections.
R: 211 G: 160 B: 131 LRV: 39
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/orange-maple"
"CLAY FIRE","PPG1070-4","#D8A686","PPG1070-4
Clay Fire is a midtone, muted, carrot orange with a peach undertone. It is a perfect paint color for a fabulous accent wall behind. Pair it with white fireplace molding.

This color is also part of our Harmony collection (PPG16-26).
R: 216 G: 166 B: 134 LRV: 42
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/clay-fire"
"COVERED WAGON","PPG16-18","#CDA885","PPG16-18
Covered Wagon is a midtone, subdued, cappuccino orange with a coconut fiber undertone. It is a perfect paint color for an earthy bedroom theme. Pair it with rustic metal accessories.
R: 205 G: 168 B: 133 LRV: 41
Free color swatches available in 4""x4"" or 8""x8"" sizes
ACCENT
TRIM & CEILING","THIN ICE (PPG1001-3); FLAGSTONE (PPG1001-4)","DELICATE WHITE (PPG1001-1); ARIA (PPG1001-2)","https://www.ppgpaints.com/color/color-families/oranges/covered-wagon"
"SIESTA DREAMS","PPG1080-4","#C9A480","PPG1080-4
Siesta Dreams is a midtone, subdued, cappuccino orange with a coconut fiber undertone. It is a perfect paint color for an earthy bedroom theme. Pair it with deep toned woods.
R: 201 G: 164 B: 128 LRV: 40
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/siesta-dreams"
"CHEDDAR BISCUIT","PPG1083-5","#D2AD87","PPG1083-5
Cheddar Biscuit is a saturated, muted, candy corn orange with a golden sunshine undertone. It is a perfect paint color for southwestern or tropical spaces. Pair it with honeyed woods.
R: 210 G: 173 B: 135 LRV: 44
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/cheddar-biscuit"
"CINNAMON FROST","PPG1081-4","#D3B191","PPG1081-4
Cinnamon Frost is a midtone, subdued, brown sugar orange with a gingerbread undertone. It is a perfect paint color for all walls and the ceiling. Pair it with carved bronze and jewel tones.
R: 211 G: 177 B: 145 LRV: 47
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/cinnamon-frost"
"NUTMEG GLOW","PPG1080-3","#D8B691","PPG1080-3
Nutmeg Glow is a soft, subdued, fresh orange with a red undertone. It is a perfect paint color for a bedroom or bathroom. Pair it with deep toned woods and soft blue accents.
R: 216 G: 182 B: 145 LRV: 49
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/nutmeg-glow"
"CINNAMON ICE","PPG1071-4","#DBBBA7","PPG1071-4
Cinnamon Ice is a midtone, subdued, tree bark orange with a cocoa brown undertone. It is a perfect paint color for any space that requires softness. Pair it with neutral blues and wispy greens for a calming appeal.
R: 219 G: 187 B: 167 LRV: 53
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/cinnamon-ice"
"ADORABLE","PPG1066-4","#E3BEB0","PPG1066-4
Adorable is a midtone, subdued, ginger orange with a persimmon undertone. It is a perfect paint color for a warm adobe feel. Pair it with accents of aqua or teal and brassy gold.

This color is also part of our Harmony collection (PPG18-28).
R: 227 G: 190 B: 176 LRV: 54
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/adorable"
"SWEET PEACH","PPG1065-4","#E2BCB3","PPG1065-4
Sweet Peach is a midtone, subdued, earthy orange with a dusty pink undertone. It is a perfect paint color for Mediterranean or southwest décor. Pair it with aqua, teal, or rich grape-vine greens.
R: 226 G: 188 B: 179 LRV: 54
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/sweet-peach"
"SHRIMP SALAD","PPG18-15","#E3B8A9","PPG18-15
Shrimp Salad is a midtone, subdued, teddy bear orange with a taupe undertone. It is a perfect paint color for a bedroom or playroom. Pair it with muted greens.
R: 227 G: 184 B: 169 LRV: 54
Free color swatches available in 4""x4"" or 8""x8"" sizes
ACCENT
TRIM & CEILING","THIN ICE (PPG1001-3); FLAGSTONE (PPG1001-4)","DELICATE WHITE (PPG1001-1); ARIA (PPG1001-2)","https://www.ppgpaints.com/color/color-families/oranges/shrimp-salad"
"THANKFULLY","PPG1067-4","#E0B4A4","PPG1067-4
Thankfully is a midtone, subdued, teddy bear orange with a taupe undertone. It is a perfect paint color for a bedroom or playroom. Pair it with muted teals.
R: 224 G: 180 B: 164 LRV: 50
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/thankfully"
"SANDPAPER","PPG1062-4","#D7B1A5","PPG1062-4
Sandpaper is a midtone, shaded, ginger orange with a persimmon undertone. It is a perfect paint color for all the walls in an interior or exterior. Pair it with rich deep toned woods or white trim.
R: 215 G: 177 B: 165 LRV: 47
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/sandpaper"
"TAUPE TAPESTRY","PPG1072-4","#C3A79A","PPG1072-4
Taupe Tapestry is a midtone, shaded, teddy bear beige with a taupe undertone. It is a perfect paint color for an accent wall. Pair it with coral and teal accents.
R: 195 G: 167 B: 154 LRV: 41
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/beiges/taupe-tapestry"
"JUST ROSEY","PPG1061-4","#C4A295","PPG1061-4
Just Rosey is a midtone, shaded, earthy orange with a dusty pink undertone. It is a perfect paint color for a stunning surprise in a kitchen. Pair it with deep toned wood and furnishings, granite counters and painted cabinets.
R: 196 G: 162 B: 149 LRV: 40
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/oranges/just-rosey"
"EL CAPITAN","PPG1020-4","#B7A696","PPG1020-4
El Capitan is a midtone, gray, earthy beige with a dusty pink undertone. It is a perfect paint color for a chic living room. Pair it with dusky teals or muted plums. 

This color is also part of our Harmony collection (PPG15-29).
R: 183 G: 166 B: 150 LRV: 38
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","HAPPY TRAILS (PPG1084-4); OSTRICH FEATHER (PPG14-32)","LOTUS PETAL (PPG1073-1); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/el-capitan"
"NOTORIOUS","PPG1074-4","#BDA998","PPG1074-4
Notorious is a midtone, shaded, tree bark beige with a cocoa brown undertone. It is a perfect paint color for all walls in any room, especially a living room or bedroom. Pair it with black or tan for a monochromatic look.
R: 189 G: 169 B: 152 LRV: 41
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/neutrals/notorious"
"TRANSCEND","PPG1079-4","#C3AC98","PPG1079-4
Transcend is a midtone, shaded, brown sugar beige with a gingerbread undertone. It is a perfect paint color for any space where warmth and elegance is requested. Pair it with muted blues and subdued greens.
Comparable to:
Worsted Tan     00YY 40/159
R: 195 G: 172 B: 152 LRV: 43
Free color swatches available in 4""x4"" or 8""x8"" sizes
SHADES
ACCENT
TRIM & CEILING","BLACK MAGIC (PPG1001-7)","PURITY (PPG14-20); DELICATE WHITE (PPG1001-1)","https://www.ppgpaints.com/color/color-families/beiges/transcend"
